IdCliente;Fecha Nacimiento;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Crédito Hipotecario;Tiene Crédito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
21739;13-04-1961;Trabajador Dependiente;Casado;Universitario;No;1438000;Si;No;Celular;2;No
21740;13-04-1968;Obrero;Casado;Enseñanza Básica;No;-234000;Si;No;Celular;0;No
21741;13-04-1963;Trabajador Dependiente;Casado;Universitario;No;617000;Si;No;Celular;0;No
21742;13-04-1968;Trabajador Dependiente;Casado;Enseñanza Media;No;0;Si;No;Celular;2;No
21743;13-04-1965;Trabajador Dependiente;Soltero;Universitario;No;7968000;No;No;Celular;2;Si
21744;13-04-1961;Trabajador Dependiente;Casado;Universitario;No;826000;No;No;Emailing;2;No
21745;13-04-1968;Trabajador Dependiente;Soltero;Universitario;No;0;Si;No;Celular;6;No
21746;13-04-1967;Obrero;Soltero;Enseñanza Básica;No;118000;No;No;Celular;0;No
21747;13-04-1967;Gerente;Casado;Universitario;No;1855000;No;No;Fono Particular;0;Si
21748;13-04-1961;Trabajador Independiente;Casado;Enseñanza Básica;No;2077000;Si;No;Celular;24;No
21749;13-04-1960;Gerente;Casado;Universitario;No;1700000;Si;No;Celular;0;No
21750;13-04-1968;Trabajador Dependiente;Casado;Enseñanza Básica;No;1908000;Si;No;Celular;0;Si
21751;13-04-1968;Empresario;Divorciado;Universitario;No;0;No;Si;Celular;0;No
21752;13-04-1966;Trabajador Dependiente;Casado;Universitario;No;2135000;Si;No;Celular;1;No
21753;13-04-1966;Trabajador Dependiente;Casado;Universitario;No;533000;Si;No;Celular;0;No
21754;13-04-1975;Obrero;Soltero;Enseñanza Básica;No;-187000;Si;No;Celular;0;No
21755;13-04-1967;Trabajador Dependiente;Casado;Enseñanza Básica;No;118000;Si;No;Celular;0;No
21756;13-04-1964;Trabajador Independiente;Soltero;Universitario;No;265000;No;No;Celular;0;No
21757;13-04-1970;Trabajador Dependiente;Casado;Enseñanza Media;No;-38000;Si;Si;Celular;0;No
21758;13-04-1973;Trabajador Dependiente;Casado;Enseñanza Media;No;-212000;Si;Si;Celular;1;No
21759;13-04-1960;Trabajador Dependiente;Casado;Universitario;No;665000;Si;No;Celular;1;No
21760;13-04-1961;Trabajador Dependiente;Casado;Universitario;No;367000;Si;No;Fono Particular;1;No
21761;13-04-1968;Trabajador Dependiente;Casado;Universitario;No;18000;Si;No;Celular;2;No
21762;13-04-1966;Trabajador Dependiente;Casado;Universitario;No;632000;No;No;Celular;0;No
21763;13-04-1961;Trabajador Dependiente;Soltero;Universitario;No;259000;Si;No;Celular;0;No
21764;13-04-1962;Trabajador Dependiente;Divorciado;Universitario;No;2679000;Si;Si;Celular;1;No
21765;13-04-1963;Trabajador Independiente;Casado;Enseñanza Media;No;167000;Si;Si;Celular;1;No
21766;13-04-1960;Obrero;Divorciado;Enseñanza Básica;No;71000;Si;No;Celular;0;No
21767;13-04-1967;Trabajador Dependiente;Divorciado;Técnico Profesional;No;64000;Si;No;Celular;1;No
21768;13-04-1972;Trabajador Dependiente;Divorciado;Enseñanza Media;Si;-607000;Si;No;Celular;2;No
21769;13-04-1967;Trabajador Dependiente;Soltero;Enseñanza Básica;No;109000;Si;No;Celular;3;No
21770;13-04-1960;Trabajador Dependiente;Soltero;Enseñanza Básica;No;1970000;No;No;Celular;0;No
21771;13-04-1960;Técnico;Soltero;Técnico Profesional;No;287000;Si;No;Celular;3;No
21772;13-04-1974;Trabajador Dependiente;Soltero;Universitario;No;-222000;Si;No;Celular;1;No
21773;13-04-1967;Trabajador Dependiente;Casado;Universitario;No;280000;Si;No;Celular;3;No
21774;13-04-1971;Trabajador Dependiente;Casado;Técnico Profesional;Si;-516000;Si;No;Celular;2;No
21775;13-04-1965;Trabajador Independiente;Divorciado;Universitario;No;4647000;Si;No;Fono Particular;0;No
21776;13-04-1965;Gerente;Casado;Universitario;No;408000;Si;No;Celular;4;No
21777;13-04-1968;Trabajador Dependiente;Casado;Universitario;No;0;Si;No;Celular;0;No
21778;13-04-1969;Técnico;Divorciado;Técnico Profesional;No;-163000;Si;No;Celular;0;No
21779;13-04-1964;Trabajador Dependiente;Casado;Universitario;No;526000;Si;No;Celular;0;No
21780;13-04-1965;Trabajador Dependiente;Soltero;Universitario;No;6915000;Si;No;Celular;0;No
21781;13-04-1967;Trabajador Dependiente;Casado;Universitario;No;694000;Si;No;Celular;5;No
21782;13-04-1961;Empresario;Soltero;Enseñanza Media;No;943000;Si;No;Celular;0;No
21783;13-04-1963;Trabajador Dependiente;Divorciado;Universitario;No;4082000;Si;No;Celular;0;No
21784;13-04-1964;Trabajador Independiente;Casado;Universitario;No;1498000;No;No;Celular;0;No
21785;13-04-1960;Trabajador Dependiente;Casado;Universitario;No;1142000;Si;No;Celular;0;No
21786;13-04-1964;Trabajador Dependiente;Divorciado;Universitario;No;6322000;No;No;Celular;1;No
21787;13-04-1964;Trabajador Dependiente;Soltero;Universitario;No;4126000;No;No;Celular;0;No
21788;13-04-1968;Trabajador Dependiente;Casado;Enseñanza Media;No;-54000;Si;No;Celular;0;No
21789;13-04-1967;Gerente;Casado;Universitario;No;964000;Si;No;Fono Particular;0;No
21790;13-04-1967;Gerente;Soltero;Universitario;No;406000;Si;No;Celular;1;No
21791;13-04-1967;Obrero;Soltero;Enseñanza Media;No;82000;Si;No;Celular;5;No
21792;13-04-1964;Trabajador Dependiente;Casado;Universitario;No;328000;Si;No;Celular;0;No
21793;13-04-1974;Técnico;Divorciado;Técnico Profesional;Si;-375000;Si;No;Celular;0;No
21794;13-04-1968;Obrero;Divorciado;Enseñanza Básica;No;54000;Si;No;Celular;3;No
21795;13-04-1962;Trabajador Dependiente;Casado;Universitario;No;1023000;Si;No;Celular;11;No
21796;13-04-1961;Trabajador Dependiente;Soltero;Universitario;No;178000;Si;No;Celular;0;No
21797;13-04-1968;Obrero;Divorciado;Enseñanza Media;No;0;Si;No;Celular;0;No
21798;13-04-1963;Obrero;Casado;Enseñanza Básica;No;32000;Si;No;Celular;0;No
21799;13-04-1964;Trabajador Dependiente;Divorciado;Universitario;No;193000;Si;No;Celular;1;No
21800;13-04-1965;Trabajador Dependiente;Casado;Universitario;No;1938000;Si;No;Celular;0;No
21801;13-04-1966;Trabajador Dependiente;Soltero;Universitario;No;1001000;Si;Si;Celular;0;No
21802;13-04-1963;Trabajador Dependiente;Casado;Universitario;No;356000;Si;Si;Celular;1;No
21803;13-04-1962;Trabajador Dependiente;Casado;Universitario;No;168000;Si;No;Celular;1;No
21804;13-04-1963;Trabajador Dependiente;Divorciado;Universitario;No;2129000;No;No;Celular;0;Si
21805;13-04-1963;Trabajador Dependiente;Casado;Universitario;No;158000;No;No;Fono Particular;0;No
21806;13-04-1960;Trabajador Dependiente;Soltero;Universitario;No;1646000;Si;No;Celular;3;Si
21807;13-04-1964;Gerente;Casado;Universitario;No;7780000;No;No;Fono Particular;1;No
21808;13-04-1969;Obrero;Casado;Enseñanza Básica;Si;-388000;Si;No;Celular;1;No
21809;13-04-1960;Trabajador Dependiente;Casado;Universitario;No;1313000;Si;No;Celular;0;No
21810;13-04-1963;Trabajador Dependiente;Soltero;Universitario;No;356000;Si;No;Celular;2;No
21811;13-04-1966;Técnico;Soltero;Técnico Profesional;No;47000;Si;No;Celular;1;No
21812;13-04-1960;Gerente;Casado;Universitario;No;710000;Si;No;Celular;2;No
21813;13-04-1964;Gerente;Casado;Universitario;No;535000;Si;No;Fono Particular;0;No
21814;13-04-1962;Trabajador Dependiente;Casado;Universitario;No;195000;Si;No;Celular;5;No
21815;13-04-1965;Gerente;Casado;Universitario;No;4539000;No;No;Celular;1;Si
21816;13-04-1961;Trabajador Dependiente;Casado;Universitario;No;457000;No;No;Emailing;0;No
21817;13-04-1968;Trabajador Dependiente;Casado;Enseñanza Media;No;0;No;No;Celular;11;No
21818;13-04-1968;Técnico;Casado;Técnico Profesional;No;0;Si;Si;Celular;1;No
21819;13-04-1965;Trabajador Dependiente;Casado;Universitario;No;1515000;Si;No;Celular;0;Si
21820;13-04-1965;Gerente;Casado;Universitario;No;2487000;No;No;Celular;0;No
21821;13-04-1968;Trabajador Dependiente;Casado;Universitario;No;2502000;Si;No;Celular;0;No
21822;13-04-1964;Trabajador Dependiente;Casado;Universitario;No;247000;Si;No;Celular;0;No
21823;13-04-1962;Empresario;Casado;Enseñanza Media;No;285000;No;No;Celular;1;No
21824;13-04-1965;Trabajador Dependiente;Soltero;Universitario;No;1074000;Si;No;Celular;0;No
21825;13-04-1960;Trabajador Dependiente;Casado;Universitario;No;278000;Si;No;Celular;0;No
21826;13-04-1964;Trabajador Dependiente;Casado;Universitario;No;697000;No;No;Celular;2;No
21827;13-04-1976;Obrero;Casado;Enseñanza Básica;No;-35000;Si;No;Celular;0;No
21828;13-04-1964;Trabajador Dependiente;Divorciado;Universitario;No;220000;Si;No;Celular;0;No
21829;13-04-1960;Trabajador Dependiente;Casado;Universitario;No;1034000;Si;No;Celular;0;No
21830;13-04-1966;Técnico;Soltero;Técnico Profesional;No;191000;Si;No;Celular;1;No
21831;13-04-1961;Trabajador Dependiente;Soltero;Universitario;No;322000;Si;No;Celular;0;No
21832;13-04-1964;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;4000;Si;No;Celular;0;No
21833;13-04-1966;Trabajador Dependiente;Soltero;Universitario;No;326000;Si;No;Celular;2;No
21834;13-04-1962;Gerente;Casado;Universitario;No;429000;Si;No;Celular;4;No
21835;13-04-1963;Gerente;Casado;Universitario;No;1598000;Si;Si;Celular;3;Si
21836;13-04-1961;Obrero;Casado;Enseñanza Básica;No;34000;Si;No;Celular;1;No
21837;13-04-1961;Trabajador Dependiente;Divorciado;Universitario;No;952000;Si;No;Celular;1;No
21838;13-04-1960;Trabajador Dependiente;Soltero;Universitario;No;269000;Si;No;Celular;0;No
21839;13-04-1961;Trabajador Dependiente;Casado;Universitario;No;187000;Si;No;Celular;0;No
21840;13-04-1963;Trabajador Dependiente;Casado;Universitario;No;1841000;Si;No;Celular;0;Si
21841;13-04-1963;Obrero;Casado;Enseñanza Media;No;5000;Si;No;Celular;0;No
21842;13-04-1968;Trabajador Dependiente;Casado;Enseñanza Media;No;0;Si;No;Celular;7;No
21843;13-04-1968;Obrero;Divorciado;Enseñanza Media;No;0;Si;No;Celular;0;No
21844;13-04-1970;Empresario;Casado;Universitario;No;-164000;No;No;Celular;0;No
21845;13-04-1974;Trabajador Dependiente;Casado;Universitario;Si;-1212000;Si;No;Celular;18;No
21846;13-04-1971;Obrero;Soltero;Enseñanza Básica;No;-21000;No;No;Celular;3;No
21847;13-04-1963;Trabajador Dependiente;Soltero;Universitario;No;1112000;Si;No;Celular;0;No
21848;13-04-1962;Trabajador Dependiente;Soltero;Universitario;No;2040000;Si;No;Celular;2;Si
21849;13-04-1966;Trabajador Dependiente;Casado;Universitario;No;191000;Si;No;Celular;6;No
21850;14-04-1961;Trabajador Dependiente;Casado;Enseñanza Media;No;8000;Si;No;Fono Particular;0;No
21851;14-04-1968;Trabajador Dependiente;Casado;Universitario;No;11854000;Si;No;Celular;0;No
21852;14-04-1976;Técnico;Soltero;Técnico Profesional;Si;-529000;Si;No;Celular;5;No
21853;14-04-1969;Trabajador Dependiente;Casado;Enseñanza Media;No;117000;Si;No;Celular;0;No
21854;14-04-1972;Obrero;Casado;Enseñanza Media;No;-219000;Si;No;Celular;0;No
21855;14-04-1966;Trabajador Dependiente;Casado;Universitario;No;435000;Si;No;Celular;3;No
21856;14-04-1969;Trabajador Dependiente;Soltero;Universitario;No;315000;Si;No;Celular;0;No
21857;14-04-1969;Trabajador Dependiente;Soltero;Universitario;No;1674000;No;No;Celular;1;No
21858;14-04-1968;Gerente;Soltero;Universitario;No;11971000;Si;No;Fono Particular;5;No
21859;14-04-1961;Técnico;Divorciado;Técnico Profesional;No;530000;Si;Si;Celular;0;No
21860;14-04-1969;Trabajador Dependiente;Soltero;Universitario;No;0;No;No;Celular;0;No
21861;14-04-1966;Técnico;Casado;Técnico Profesional;No;147000;Si;No;Celular;0;No
21862;14-04-1961;Trabajador Independiente;Casado;Enseñanza Media;No;1304000;Si;Si;Celular;0;No
21863;14-04-1965;Trabajador Dependiente;Casado;Enseñanza Básica;No;1147000;Si;Si;Celular;5;No
21864;14-04-1964;Gerente;Soltero;Universitario;No;968000;Si;No;Celular;6;No
21865;14-04-1963;Trabajador Dependiente;Casado;Universitario;No;276000;No;No;Celular;0;No
21866;14-04-1961;Obrero;Casado;Enseñanza Media;No;161000;Si;No;Celular;0;No
21867;14-04-1966;Trabajador Dependiente;Soltero;Enseñanza Básica;No;471000;Si;No;Celular;1;No
21868;14-04-1963;Técnico;Soltero;Técnico Profesional;No;393000;No;No;Celular;1;Si
21869;14-04-1964;Gerente;Casado;Universitario;No;2939000;No;No;Celular;2;No
21870;14-04-1968;Trabajador Dependiente;Casado;Universitario;No;4861000;Si;No;Fono Particular;2;No
21871;14-04-1965;Trabajador Dependiente;Soltero;Universitario;No;1435000;No;No;Celular;19;Si
21872;14-04-1961;Trabajador Dependiente;Casado;Universitario;No;323000;No;No;Celular;6;No
21873;14-04-1961;Trabajador Dependiente;Soltero;Universitario;No;656000;Si;No;Celular;0;No
21874;14-04-1965;Trabajador Dependiente;Divorciado;Universitario;No;463000;Si;No;Celular;0;No
21875;14-04-1967;Trabajador Dependiente;Casado;Universitario;No;4430000;Si;No;Celular;1;No
21876;14-04-1969;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;1;No
21877;14-04-1964;Trabajador Dependiente;Casado;Universitario;No;1382000;Si;No;Celular;2;Si
21878;14-04-1964;Empresario;Casado;Enseñanza Media;No;689000;No;No;Celular;0;No
21879;14-04-1966;Trabajador Dependiente;Casado;Enseñanza Básica;No;7005000;Si;No;Celular;3;Si
21880;14-04-1969;Trabajador Dependiente;Casado;Universitario;No;558000;Si;No;Emailing;3;No
21881;14-04-1968;Trabajador Dependiente;Casado;Universitario;No;2467000;No;No;Celular;3;Si
21882;14-04-1968;Obrero;Casado;Enseñanza Básica;No;1000;Si;No;Celular;2;No
21883;14-04-1961;Trabajador Dependiente;Divorciado;Universitario;No;224000;No;No;Celular;1;No
21884;14-04-1966;Trabajador Dependiente;Casado;Universitario;No;579000;Si;Si;Celular;0;No
21885;14-04-1966;Gerente;Soltero;Universitario;No;1515000;Si;No;Celular;6;Si
21886;14-04-1963;Gerente;Soltero;Universitario;No;2454000;Si;No;Celular;2;Si
21887;14-04-1966;Trabajador Dependiente;Casado;Universitario;No;11766000;Si;No;Celular;1;No
21888;14-04-1969;Trabajador Dependiente;Casado;Universitario;No;261000;No;No;Celular;0;No
21889;14-04-1967;Trabajador Dependiente;Casado;Universitario;No;8876000;No;No;Celular;2;No
21890;14-04-1964;Trabajador Dependiente;Casado;Enseñanza Media;No;140000;No;No;Celular;0;No
21891;14-04-1964;Trabajador Dependiente;Casado;Universitario;No;563000;Si;No;Celular;0;No
21892;14-04-1969;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;3;No
21893;14-04-1967;Trabajador Dependiente;Casado;Enseñanza Básica;No;2990000;No;No;Fono Particular;0;No
21894;14-04-1966;Gerente;Casado;Universitario;No;4539000;No;No;Celular;0;No
21895;14-04-1966;Trabajador Dependiente;Casado;Universitario;No;660000;Si;Si;Celular;3;No
21896;14-04-1967;Trabajador Dependiente;Soltero;Universitario;No;1163000;Si;No;Celular;2;No
21897;14-04-1961;Obrero;Casado;Enseñanza Media;No;62000;Si;No;Celular;0;No
21898;14-04-1966;Técnico;Divorciado;Técnico Profesional;No;291000;Si;No;Celular;0;No
21899;14-04-1963;Técnico;Divorciado;Técnico Profesional;No;411000;Si;No;Celular;0;No
21900;14-04-1966;Trabajador Dependiente;Soltero;Universitario;No;741000;Si;No;Celular;0;No
21901;14-04-1964;Técnico;Soltero;Técnico Profesional;No;14000;Si;No;Celular;0;No
21902;14-04-1976;Técnico;Casado;Técnico Profesional;Si;-475000;Si;No;Celular;1;No
21903;14-04-1966;Trabajador Dependiente;Casado;Universitario;No;3000;Si;No;Celular;1;No
21904;14-04-1969;Gerente;Soltero;Universitario;No;4239000;Si;No;Celular;0;No
21905;14-04-1969;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;2;No
21906;14-04-1970;Obrero;Divorciado;Enseñanza Media;Si;-271000;Si;No;Celular;0;No
21907;14-04-1968;Trabajador Dependiente;Casado;Enseñanza Media;No;145000;Si;Si;Celular;6;No
21908;14-04-1963;Trabajador Dependiente;Casado;Universitario;No;141000;Si;No;Celular;6;No
21909;14-04-1961;Trabajador Dependiente;Casado;Universitario;No;3419000;Si;No;Celular;5;No
21910;14-04-1969;Trabajador Dependiente;Casado;Universitario;No;297000;Si;No;Celular;0;No
21911;14-04-1963;Gerente;Casado;Universitario;No;942000;Si;No;Celular;4;No
21912;14-04-1961;Trabajador Dependiente;Casado;Universitario;No;800000;Si;No;Celular;6;No
21913;14-04-1963;Trabajador Dependiente;Casado;Enseñanza Básica;No;276000;Si;Si;Celular;0;No
21914;14-04-1963;Trabajador Dependiente;Casado;Universitario;No;1419000;Si;No;Celular;1;No
21915;14-04-1965;Obrero;Casado;Enseñanza Básica;No;157000;Si;No;Celular;0;No
21916;14-04-1969;Trabajador Dependiente;Divorciado;Universitario;No;36000;No;Si;Celular;0;No
21917;14-04-1969;Técnico;Soltero;Técnico Profesional;No;0;Si;No;Celular;4;No
21918;14-04-1966;Trabajador Dependiente;Casado;Universitario;No;462000;Si;No;Celular;0;Si
21919;14-04-1963;Trabajador Dependiente;Divorciado;Universitario;No;807000;Si;Si;Celular;6;No
21920;14-04-1969;Gerente;Soltero;Universitario;No;1143000;Si;No;Celular;0;No
21921;14-04-1967;Trabajador Dependiente;Soltero;Universitario;No;1685000;Si;No;Celular;1;No
21922;14-04-1967;Gerente;Casado;Universitario;No;794000;Si;No;Celular;3;No
21923;14-04-1962;Trabajador Dependiente;Soltero;Universitario;No;223000;No;No;Celular;0;No
21924;14-04-1964;Trabajador Dependiente;Casado;Enseñanza Básica;No;590000;Si;No;Celular;0;No
21925;14-04-1964;Trabajador Dependiente;Soltero;Universitario;No;383000;Si;Si;Celular;0;No
21926;14-04-1965;Trabajador Dependiente;Divorciado;Universitario;No;229000;Si;No;Celular;0;No
21927;14-04-1965;Trabajador Dependiente;Casado;Universitario;No;1309000;Si;No;Celular;0;No
21928;14-04-1965;Trabajador Dependiente;Casado;Universitario;No;481000;No;No;Celular;0;No
21929;14-04-1966;Trabajador Dependiente;Casado;Universitario;No;3045000;No;No;Celular;0;No
21930;14-04-1965;Trabajador Dependiente;Casado;Enseñanza Media;No;130000;Si;Si;Celular;0;No
21931;14-04-1964;Trabajador Dependiente;Casado;Universitario;No;860000;Si;No;Celular;0;No
21932;14-04-1966;Trabajador Dependiente;Casado;Enseñanza Básica;No;444000;Si;No;Celular;0;No
21933;14-04-1976;Obrero;Casado;Enseñanza Media;No;-196000;Si;No;Celular;0;No
21934;14-04-1969;Trabajador Dependiente;Casado;Universitario;No;576000;Si;No;Celular;0;No
21935;14-04-1964;Trabajador Dependiente;Soltero;Universitario;No;2345000;Si;No;Celular;2;Si
21936;14-04-1965;Trabajador Dependiente;Soltero;Universitario;No;2749000;Si;No;Celular;1;No
21937;14-04-1969;Obrero;Soltero;Enseñanza Media;No;0;Si;No;Celular;0;No
21938;14-04-1962;Trabajador Dependiente;Soltero;Universitario;No;403000;Si;No;Celular;0;Si
21939;14-04-1964;Trabajador Dependiente;Casado;Universitario;No;464000;Si;No;Celular;0;No
21940;14-04-1961;Gerente;Casado;Universitario;No;3518000;Si;No;Celular;0;No
21941;14-04-1968;Trabajador Dependiente;Casado;Enseñanza Media;No;100000;Si;No;Celular;0;No
21942;14-04-1966;Trabajador Dependiente;Soltero;Universitario;No;1965000;Si;No;Celular;0;No
21943;14-04-1967;Trabajador Dependiente;Divorciado;Universitario;No;299000;Si;No;Celular;0;No
21944;14-04-1969;Obrero;Casado;Enseñanza Media;No;171000;Si;Si;Celular;1;No
21945;14-04-1961;Trabajador Independiente;Soltero;Universitario;No;917000;Si;No;Celular;1;No
21946;14-04-1964;Trabajador Dependiente;Soltero;Universitario;No;122000;Si;No;Celular;0;No
21947;14-04-1965;Trabajador Dependiente;Casado;Universitario;No;994000;No;No;Celular;1;No
21948;14-04-1968;Trabajador Dependiente;Casado;Universitario;No;1846000;No;No;Celular;0;No
21949;14-04-1968;Empresario;Soltero;Enseñanza Media;No;829000;No;No;Celular;0;No
21950;14-04-1965;Técnico;Casado;Técnico Profesional;No;211000;No;No;Fono Particular;0;No
21951;14-04-1967;Trabajador Dependiente;Casado;Universitario;No;1433000;Si;No;Celular;1;No
21952;14-04-1961;Trabajador Dependiente;Casado;Universitario;No;800000;Si;No;Celular;0;No
21953;14-04-1961;Trabajador Dependiente;Divorciado;Universitario;No;665000;Si;No;Celular;0;No
21954;14-04-1969;Obrero;Soltero;Enseñanza Media;Si;0;Si;Si;Celular;0;No
21955;14-04-1969;Trabajador Dependiente;Soltero;Universitario;No;0;Si;No;Celular;2;No
21956;14-04-1963;Trabajador Dependiente;Soltero;Universitario;No;357000;No;Si;Celular;0;No
21957;14-04-1969;Técnico;Soltero;Técnico Profesional;No;0;Si;Si;Celular;0;No
21958;14-04-1963;Gerente;Casado;Universitario;No;2976000;No;No;Celular;0;No
21959;14-04-1966;Trabajador Dependiente;Casado;Universitario;No;1587000;Si;No;Celular;0;Si
21960;14-04-1969;Técnico;Casado;Técnico Profesional;No;0;Si;Si;Celular;0;No
21961;14-04-1964;Gerente;Casado;Universitario;No;1301000;No;No;Celular;1;No
21962;14-04-1968;Trabajador Dependiente;Soltero;Universitario;No;172000;Si;No;Celular;2;No
21963;14-04-1967;Trabajador Dependiente;Divorciado;Universitario;No;902000;Si;No;Celular;5;Si
21964;14-04-1963;Trabajador Dependiente;Divorciado;Universitario;No;1176000;No;No;Celular;0;No
21965;14-04-1962;Gerente;Soltero;Universitario;No;763000;No;No;Celular;1;Si
21966;14-04-1964;Trabajador Dependiente;Casado;Universitario;No;1382000;Si;No;Celular;0;Si
21967;14-04-1965;Técnico;Casado;Técnico Profesional;No;508000;No;No;Celular;3;No
21968;14-04-1961;Trabajador Dependiente;Soltero;Universitario;No;782000;Si;No;Celular;11;No
21969;14-04-1961;Trabajador Dependiente;Divorciado;Universitario;No;224000;Si;No;Celular;0;No
21970;14-04-1966;Trabajador Dependiente;Casado;Universitario;No;1101000;Si;No;Celular;0;No
21971;14-04-1966;Trabajador Dependiente;Soltero;Universitario;No;4917000;Si;Si;Celular;0;No
21972;14-04-1966;Técnico;Divorciado;Técnico Profesional;Si;3000;No;No;Celular;0;No
21973;14-04-1974;Trabajador Dependiente;Casado;Enseñanza Media;Si;-311000;Si;No;Celular;2;No
21974;14-04-1963;Trabajador Dependiente;Soltero;Universitario;No;519000;Si;Si;Celular;15;No
21975;14-04-1967;Trabajador Dependiente;Soltero;Universitario;No;290000;Si;No;Celular;1;No
21976;14-04-1968;Trabajador Dependiente;Divorciado;Universitario;No;676000;Si;No;Celular;0;No
21977;14-04-1969;Trabajador Dependiente;Casado;Enseñanza Básica;No;0;No;No;Celular;3;No
21978;14-04-1974;Trabajador Dependiente;Casado;Universitario;Si;-473000;Si;No;Celular;0;No
21979;14-04-1961;Trabajador Dependiente;Casado;Universitario;No;854000;Si;Si;Celular;0;No
21980;14-04-1963;Gerente;Soltero;Universitario;No;1428000;Si;No;Celular;0;No
21981;14-04-1965;Técnico;Casado;Técnico Profesional;No;508000;No;No;Celular;0;No
21982;14-04-1961;Trabajador Dependiente;Casado;Universitario;No;53000;Si;No;Celular;0;No
21983;14-04-1967;Gerente;Soltero;Universitario;No;416000;No;No;Celular;0;No
21984;14-04-1969;Técnico;Casado;Técnico Profesional;No;0;Si;No;Celular;1;No
21985;14-04-1969;Trabajador Dependiente;Casado;Universitario;No;0;Si;No;Celular;0;No
21986;14-04-1965;Trabajador Dependiente;Casado;Universitario;No;1372000;Si;Si;Celular;1;No
21987;14-04-1961;Técnico;Casado;Técnico Profesional;No;206000;No;No;Celular;2;No
21988;14-04-1967;Gerente;Casado;Universitario;No;1802000;No;No;Celular;1;No
21989;14-04-1976;Obrero;Casado;Enseñanza Básica;No;-223000;Si;No;Celular;0;No
21990;14-04-1961;Trabajador Dependiente;Soltero;Enseñanza Media;No;26000;Si;No;Celular;0;No
21991;14-04-1964;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;8654000;Si;No;Celular;0;No
21992;14-04-1967;Obrero;Casado;Enseñanza Media;No;164000;Si;No;Fono Particular;2;No
21993;14-04-1969;Trabajador Dependiente;Soltero;Universitario;No;522000;Si;No;Fono Particular;2;No
21994;14-04-1968;Trabajador Dependiente;Soltero;Universitario;No;7066000;Si;No;Celular;3;Si
21995;14-04-1962;Obrero;Casado;Enseñanza Media;No;43000;No;No;Celular;0;No
21996;14-04-1977;Técnico;Soltero;Técnico Profesional;No;-143000;Si;No;Celular;7;No
21997;14-04-1966;Trabajador Dependiente;Casado;Universitario;No;1254000;Si;No;Celular;5;No
21998;14-04-1968;Obrero;Soltero;Enseñanza Media;No;10000;Si;No;Fono Particular;10;No
21999;14-04-1973;Obrero;Divorciado;Enseñanza Media;Si;-202000;Si;Si;Celular;0;No
22000;14-04-1965;Trabajador Dependiente;Casado;Universitario;No;1102000;Si;No;Celular;3;No
22001;14-04-1965;Obrero;Casado;Enseñanza Básica;No;49000;Si;No;Celular;0;No
22002;14-04-1964;Empresario;Casado;Enseñanza Media;No;680000;Si;No;Celular;2;No
22003;14-04-1974;Obrero;Casado;Enseñanza Básica;No;-50000;Si;No;Celular;0;No
22004;14-04-1963;Empresario;Casado;Enseñanza Media;No;2139000;Si;No;Celular;1;Si
22005;14-04-1961;Trabajador Dependiente;Casado;Universitario;No;197000;Si;No;Celular;0;No
22006;14-04-1963;Trabajador Dependiente;Casado;Universitario;No;3165000;Si;No;Celular;2;No
22007;14-04-1961;Empresario;Casado;Técnico Profesional;No;98000;Si;No;Fono Particular;1;No
22008;14-04-1964;Trabajador Dependiente;Divorciado;Universitario;No;878000;Si;No;Celular;0;Si
22009;14-04-1965;Técnico;Soltero;Técnico Profesional;No;400000;Si;No;Celular;0;No
22010;14-04-1967;Trabajador Dependiente;Casado;Universitario;No;2288000;Si;No;Celular;0;No
22011;14-04-1969;Trabajador Dependiente;Casado;Universitario;No;315000;Si;No;Celular;3;No
22012;14-04-1966;Técnico;Soltero;Técnico Profesional;No;12000;Si;No;Celular;2;No
22013;14-04-1970;Empresario;Casado;Universitario;Si;-172000;Si;No;Celular;0;No
22014;14-04-1971;Trabajador Dependiente;Casado;Enseñanza Media;Si;-650000;No;No;Celular;1;No
22015;14-04-1963;Gerente;Soltero;Universitario;No;1509000;No;No;Celular;0;No
22016;14-04-1961;Trabajador Dependiente;Casado;Universitario;No;260000;Si;No;Celular;4;No
22017;14-04-1968;Trabajador Dependiente;Soltero;Técnico Profesional;No;64000;No;No;Celular;1;No
22018;14-04-1967;Trabajador Dependiente;Casado;Universitario;No;1820000;No;No;Celular;0;No
22019;14-04-1963;Trabajador Dependiente;Casado;Universitario;No;9618000;Si;No;Celular;1;No
22020;14-04-1964;Obrero;Casado;Enseñanza Media;No;41000;Si;No;Celular;0;No
22021;14-04-1966;Trabajador Dependiente;Soltero;Universitario;No;93000;Si;Si;Celular;3;No
22022;14-04-1968;Trabajador Dependiente;Casado;Universitario;No;640000;Si;No;Celular;2;No
22023;14-04-1969;Obrero;Soltero;Enseñanza Básica;No;0;Si;Si;Celular;0;No
22024;14-04-1962;Trabajador Dependiente;Casado;Universitario;No;4741000;Si;No;Celular;10;No
